#Title: Milky Way Kinematics: Measurements at the Subcentral Point of the 
#       Fourth Quadrant  
#Authors: McClure-Griffiths N.M., Dickey J.M. 
#Table: Measured H I terminalvelocities as a function of Galactic longitude
#       from the SGPS.
#================================================================================
#Byte-by-byte Description of file: datafile1.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units Label  Explanations
#--------------------------------------------------------------------------------
#   1-  7 F7.3   deg   GLON   Galactic longitude 
#   9- 15 F7.2   km/s  VLSR   Measured H I terminal LSR velocity 
#  17- 23 F7.2   km/s  VMod   Modeled H I terminal LSR velocity (1)  
#--------------------------------------------------------------------------------
#Note (1): Predicted by the rotation curve defined in Equation 6.
#--------------------------------------------------------------------------------
301.228  -44.80  -42.01 
301.162  -43.84  -41.90 
301.095  -43.68  -41.79 
301.028  -42.14  -41.68 
300.962  -46.24  -41.58 
300.895  -47.94  -41.47 
300.828  -46.02  -41.36 
300.762  -46.26  -41.26 
300.695  -47.22  -41.15 
300.628  -46.82  -41.04 
300.562  -47.58  -40.94 
300.495  -47.92  -40.83 
300.428  -47.68  -40.73 
300.362  -46.79  -40.62 
300.295  -47.08  -40.52 
300.228  -46.50  -40.41 
300.162  -45.49  -40.31 
300.095  -44.49  -40.20 
300.028  -44.40  -40.10 
299.962  -43.72  -39.99 
299.895  -42.58  -39.89 
299.828  -42.95  -39.78 
299.762  -41.99  -39.68 
299.695  -43.89  -39.58 
299.628  -43.26  -39.47 
299.562  -43.46  -39.37 
299.495  -44.30  -39.27 
299.428  -43.26  -39.17 
299.362  -44.09  -39.06 
299.295  -44.06  -38.96 
299.228  -43.65  -38.86 
299.162  -43.25  -38.76 
299.095  -43.44  -38.66 
299.028  -43.69  -38.56 
298.962  -43.68  -38.46 
298.895  -42.64  -38.35 
298.828  -42.51  -38.25 
298.762  -42.97  -38.15 
298.695  -43.08  -38.05 
298.628  -42.87  -37.95 
298.562  -42.71  -37.85 
298.495  -43.10  -37.75 
298.428  -43.37  -37.65 
298.362  -43.24  -37.56 
298.295  -43.68  -37.46 
298.228  -43.28  -37.36 
298.162  -43.60  -37.26 
298.095  -43.95  -37.16 
298.028  -43.81  -37.06 
297.962  -43.62  -36.97 
297.895  -44.65  -36.87 
297.828  -44.29  -36.77 
297.762  -44.10  -36.67 
297.695  -43.34  -36.58 
297.628  -43.09  -36.48 
297.562  -42.81  -36.38 
297.495  -42.72  -36.29 
297.428  -42.82  -36.19 
297.362  -42.76  -36.10 
297.295  -42.47  -36.00 
297.228  -42.49  -35.90 
297.162  -42.29  -35.81 
297.095  -41.91  -35.71 
297.028  -42.15  -35.62 
296.962  -42.79  -35.52 
296.895  -42.25  -35.43 
296.828  -42.67  -35.34 
296.762  -44.09  -35.24 
296.695  -44.20  -35.15 
296.628  -43.88  -35.05 
296.562  -44.36  -34.96 
296.495  -44.37  -34.87 
296.428  -43.64  -34.78 
296.362  -42.61  -34.68 
296.295  -42.36  -34.59 
296.228  -41.31  -34.50 
296.162  -40.81  -34.41 
296.095  -39.49  -34.31 
296.028  -38.63  -34.22 
295.962  -38.22  -34.13 
295.895  -37.04  -34.04 
295.828  -35.42  -33.95 
295.762  -34.98  -33.86 
295.695  -35.85  -33.77 
295.628  -34.40  -33.68 
295.562  -33.09  -33.59 
295.495  -32.76  -33.50 
295.428  -32.37  -33.41 
295.362  -34.27  -33.32 
295.295  -33.57  -33.23 
295.228  -33.76  -33.14 
295.162  -34.61  -33.05 
295.095  -34.74  -32.96 
295.028  -34.25  -32.88 
294.962  -35.01  -32.79 
294.895  -34.47  -32.70 
294.828  -34.79  -32.61 
294.762  -34.64  -32.53 
294.695  -34.74  -32.44 
294.628  -34.44  -32.35 
294.562  -34.43  -32.26 
294.495  -34.01  -32.18 
294.428  -33.61  -32.09 
294.362  -33.86  -32.01 
294.295  -33.94  -31.92 
294.228  -34.55  -31.83 
294.162  -35.19  -31.75 
294.095  -34.04  -31.66 
294.028  -33.96  -31.58 
293.962  -34.50  -31.49 
293.895  -34.16  -31.41 
